id;opis;energia_(kcal);woda_(g);masa_kałowa_(g);białko_(g);tłuszcze_(g);węglowodany_(g);cukry_proste_(g);tłuszcze_nasycone_(g);witamina_d_(µg);----;----;----
6080;SOUP,CHICK BROTH OR BOUILLON,DRY;267;2,27;49,18;16,66;13,88;18,01;17,36;3,43;0;0,42821833161689;0,3104625;1,03744239631336
6081;SOUP,CHICK BROTH CUBES,DRY;198;2,5;54,7;14,6;4,7;23,5;0;1,2;;0,02803738317757;0,226375;0
6082;CAMPBELL'S RED & WHITE,CHICK NOODLEO'S SOUP,COND;71;83;0,73;2,38;1,98;11,9;1,59;0,794;;0,146617466174662;0,0793;7,48427672955975
6084;CAMPBELL'S RED & WHITE,CHICK VEG SOUP,COND;63;83,2;1,72;2,38;0,79;11,9;2,38;0,397;;0,184273390842734;0,0674;5
6091;CAMPBELL'S RED & WHITE,BF BROTH,COND;12;94,9;1,87;2,42;0;0,81;0,81;0;;0,25077399380805;0,0181625;1
6094;SOUP,ONION,DRY,MIX;293;3,79;23,31;7,48;0,34;65,07;4,65;0,089;0;0,065015777198518;0,2941625;13,9935483870968
6097;CAMPBELLS RED & WHITE,BF CONSOMME,COND;16;93,5;2,4;3,23;0;0,81;0,81;0;;0,20049504950495;0,023225;1
6101;SOUP,CRM OF VEG,DRY,PDR;446;2,9;12,9;8;24,1;52,1;17,51;6,03;0;0,279572446555819;0,486375;2,97544260422616
6112;SAUCE,TERIYAKI,RTS;89;67,69;10,43;5,93;0,02;15,56;14,1;0;0;0,655509065550907;0,0956125;1,10354609929078
6114;GRAVY,AU JUS,CANNED;16;94,5;1,6;1,2;0,2;2,5;;0,1;;0,025641025641026;0,018875;0
6115;GRAVY,AU JUS,DRY;313;2,74;30,94;9,2;9,63;47,49;;2,026;;0,030548854041013;0,3318875;0
6116;GRAVY,BF,CND,RTS;53;87,48;1,6;3,75;2,36;4,81;0,21;1,153;0;0,12481684981685;0,065075;22,9047619047619
6117;CAMPBELL'S RED & WHITE,BEAN W/ BACON SOUP,COND;125;70,2;1,4;6,25;2,34;19,53;3,13;1,172;;0,15298719772404;0,1357;6,23961661341853
6118;GRAVY,BROWN,DRY;367;5;15,27;10,74;9,61;59,38;;3,319;;0,041627994481375;0,3859;0
6119;GRVY, CHCKN, CNND BTTLD, RTS;48;90,3;1,08;0,71;2,62;5,29;0,3;0,639;0;0,108932714617169;0,050475;17,6333333333333
6120;GRAVY,CHICKEN,DRY;381;3,85;13,06;11,27;9,73;62,09;;2,92;;0,035142616440005;0,400575;0
6121;GRAVY,MUSHROOM,CANNED;50;89;1,56;1,26;2,71;5,47;;0,4;;0,042372881355932;0,0554875;0
6122;GRAVY,MUSHROOM,DRY,PDR;328;3,34;18;10;4;64,66;3,26;2,36;0;0,071446732773964;0,344975;19,8343558282209
6123;GRAVY,ONION,DRY,MIX;322;4,36;16;9;3;67,64;;1,86;;0,023355097940733;0,3399;0
6124;GRAVY,PORK,DRY,PDR;367;4,43;14,59;8,78;8,63;63,57;24,73;4,29;0;0,358360088910842;0,3795625;2,57056207035989
6125;GRAVY,TURKEY,CND,RTS;51;88,6;1,6;2,6;2,1;5,1;0,21;0,62;0;0,08469387755102;0,056375;24,2857142857143
6126;GRAVY,TURKEY,DRY;367;4,67;12,61;10,42;7,19;65,12;;1,975;;0,023872839356944;0,381225;0
6127;GRAVY,UNSPEC TYPE,DRY;344;4;17;13;8;58;;2,86;;0,03620253164557;0,37875;0
6128;SOUP,CHICK NOODLE,DRY,MIX;377;4,94;10,8;15,42;6,51;62,32;1,9;1,969;0;0,045922848664689;0,395175;32,8
6142;SAUCE,SOFRITO,PREP FROM RECIPE;237;59,66;3,88;12,8;18,2;5,46;;;;0;0,282475;0
6143;USDA COMMODITY,SPAGHETTI SAU,MEATLESS,CND;48;87,1;2,1;1,2;0,9;8,7;4,7;0,162;;0,450185185185185;0,049125;1,85106382978723
6145;CAMPBELL'S RED & WHITE,BF NOODLE SOUP,COND;56;85,2;3,69;3,17;1,59;6,35;0,79;0,397;;0,106840684068407;0,059525;8,0379746835443
6146;CAMPBELL'S RED & WHITE,BF W/ VEG & BARLEY SOUP,COND;71;80,6;2,34;3,97;1,19;11,9;1,59;0,794;;0,139742086752638;0,0813375;7,48427672955975
6147;SOUP,BF MUSHROOM,CND,COND;61;85,5;2,3;4,6;2,4;5,2;;1,2;;0,098360655737705;0,07225;0
6149;SOUP,CHICK MUSHROOM,CND,COND;100;80,4;1,2;1,61;4,84;11,95;0,79;1,246;0;0,110652173913044;0,103275;15,126582278481
6150;SAUCE,BARBECUE;172;54,71;3,07;0,82;0,63;40,77;33,24;0,045;0;0,788370440549503;0,1643125;1,22653429602888
6151;SAUCE,PLUM,READY-TO-SERVE;184;53,71;1,56;0,89;1,04;42,81;;0,153;;0,003419758605275;0,1765;0
6152;SAUCE,PIZZA,CND,RTS;54;86,71;1,3;2,18;1,15;8,66;3,78;0,46;;0,353628023352794;0,0576;2,29100529100529
6158;SOUP,TOMATO BISQUE,CND,COND;96;75,32;2,49;1,76;1,95;18,47;;0,42;;0,018935978358882;0,0997625;0
6159;SOUP,TOMATO,CND,COND;66;80,79;2,09;1,46;0,44;15,22;8,23;0,115;0;0,487441588785047;0,0706;1,84933171324423
6164;SAUCE,SALSA,RTS;29;89,28;2,39;1,52;0,17;6,64;4,01;0,021;0;0,48391356542617;0,0361;1,65586034912718
6165;SAUCE,HOMEMADE,WHITE,THIN;105;80,66;1,45;3,77;6,73;7,4;4,78;2,152;1,2;0,387262569832402;0,1186125;1,54811715481172
6166;SAUCE,HOMEMADE,WHITE,MED;147;74,89;1,47;3,84;10,63;9,17;4,38;2,854;1,2;0,306006768189509;0,1646875;2,09360730593607
6167;SAUCE,HOMEMADE,WHITE,THICK;186;69,1;1,47;3,99;13,83;11,61;3,98;3,416;1,2;0,251308188922868;0,206775;2,91708542713568
6168;SAUCE,RTS,PEPPER OR HOT;11;89,98;7,39;0,51;0,37;1,75;1,26;0,052;;0,498859315589354;0,01345;1,38888888888889
6169;SAUCE,RTS,PEPPER,TABASCO;12;95,17;1,98;1,29;0,76;0,8;0,13;0,106;0;0,08280701754386;0,0186625;6,15384615384615
6170;SOUP,STOCK,BEEF,HOME-PREPARED;13;95,89;0,7;1,97;0,09;1,2;0,54;0,035;0;0,17638036809816;0,0177125;2,22222222222222
6172;SOUP,STOCK,CHICK,HOME-PREPARED;36;92,15;0,63;2,52;1,2;3,53;1,58;0,321;0;0,262206896551724;0,0409875;2,23417721518987
6174;SOUP,STOCK,FISH,HOME-PREPARED;16;96,6;0,74;2,26;0,81;0;0;0,203;0;0,066123778501629;0,022225;0
6175;SAUCE,HOISIN,RTS;220;44,23;4,98;3,31;3,39;44,08;27,26;0,568;0;0,548011027963765;0,2198875;1,61702127659574
6176;SAUCE,OYSTER,RTS;51;80;7,49;1,35;0,25;10,92;0;0,043;0;0,003434504792332;0,0518875;0
6177;SOUP,MINESTRONE,CND,RED NA,RTS;50;87,3;1,26;2;0,8;9;2,13;0,14;0;0,192372881355932;0,05425;4,22535211267606
6178;USDA COMMODITY,SALSA;36;89,7;1,6;1,5;0,2;7;;0,029;;0,003333333333333;0,037625;0
6179;SAUCE,FISH,READY-TO-SERVE;35;71,07;20,22;5,06;0,01;3,64;3,64;0,003;0;0,418254879448909;0,045375;1
6180;SOUP,SHARK FIN,REST-PREP;46;90,13;0,87;3,2;2;3,8;;0,501;;0,055666666666667;0,05425;0
6182;SOUP,CRM OF MUSHROOM,CND,COND,RED NA;52;87,26;1,69;1,21;1,69;8,1;2,13;0,53;0;0,241818181818182;0,0548375;3,80281690140845
6183;SOUP,CHICK BROTH,LESS/REDUCED NA,READY TO SERVE;7;97,32;0,89;1,36;0;0,38;0,22;0;0;0,126436781609195;0,009925;1,72727272727273
6188;SOUP,BF BROTH,LESS/REDUCED NA,READY TO SERVE;6;98,01;0,58;1,14;0,07;0,2;0,2;0,042;0;0,171631205673759;0,008575;1
6189;SAUCE,TERIYAKI,RTS,RED NA;89;69,7;8,4;5,93;0,02;15,58;14,1;0;0;0,654900139340455;0,0956875;1,10496453900709
6190;SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS;81;79,91;1,21;4,19;1,03;13,66;3,17;0,252;0;0,18125;0,0877125;4,30914826498423
6192;SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE;71;82,4;1;3,85;0,92;11,83;5,06;0,3;0;0,32289156626506;0,077625;2,33794466403162
6193;SPLIT PEA W/ HAM SOUP,CND,RED NA,PREP W/ H2O OR RTS;68;82,8;1;4;0,7;11,4;1,57;0,294;0;0,115776397515528;0,07475;7,26114649681529
6194;SOUP,CHICK BROTH,RTS;6;97,81;0,9;0,64;0,21;0,44;0,43;0,013;0;0,343410852713178;0,00775;1,02325581395349
6195;CAMPBELL'S,HEALTHY REQUEST,CRM OF CHICK SOUP,COND;50;87,3;1;3;1,5;7,5;0,8;0,4;;0,1;0,061875;9,375
6201;SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME MILK;65;86;1,55;2,55;3,3;6,61;;1,34;;0,107544141252006;0,073725;0
6208;SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS;65;87,9;1,31;1,16;4,46;5,2;0,64;1,636;0;0,210351201478743;0,07135;8,125
6209;CAMPBELL'S,98% FAT FREE CRM OF BROCCOLI SOUP,COND;56;86,6;2,11;1,61;1,61;8,06;0,81;0,403;;0,107535460992908;0,0563875;9,95061728395062
6210;SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME MILK;66;86,46;1,49;2,29;3,91;5,86;;1,59;;0,131840796019901;0,0753875;0
6211;SOUP,CHS,CND,PREP W/ EQ VOLUME MILK;92;82,44;1,52;3,77;5,8;6,47;;3,63;;0,226309226932668;0,105825;0
6212;CAMPBELL'S,25% LESS NA CHICK NOODLE SOUP,COND;49;87,8;1,7;2,9;1,29;6,3;0,6;0,4;;0,09532888465205;0,05465;10,5
6213;CAMPBELL'S RED&WHITE,25% LESS NA TOMATO SOUP,COND;73;80,6;1,66;1,61;0;16,13;9,68;0;;0,545659526493799;0,07055;1,66632231404959
6214;CAMPBELL'S,25% LESS NA CRM OF MUSHROOM SOUP,COND;89;84,2;1,3;1,61;6,45;6,45;0,81;0,806;;0,111371467953136;0,09875;7,96296296296296
6215;CAMPBELL'S,98% FAT FREE BROCCOLI CHS SOUP,COND;56;86,6;1;1,61;1,21;9,68;2,42;0,806;;0,25808;0,0584625;4
6216;SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK;77;84,83;1,51;3,01;4,62;6,04;;1,87;;0,136795903438186;0,0876625;0
6217;SOUP,VEG,CND,LO NA,COND;65;82,79;2;2,2;0,9;12,11;4,31;0,147;0;0,293030900723208;0,0681625;2,80974477958237
6218;CAMPBELL'S,98% FAT FREE CRM OF CELERY SOUP,COND;56;85,9;3,62;0,81;2,42;7,26;0,81;0,806;;0,154051477597712;0,0564875;8,96296296296296
6219;CAMPBELL'S,98% FAT FREE CRM OF CHICK SOUP,COND;55;87,09;1,63;1,8;2,02;7,46;0,5;0,56;;0,093971631205674;0,059425;14,92
6220;PREGO PASTA,CHNKY GRD MSHRM & GRN PPPR ITAL SAU,RTS;69;82,5;3,2;1,54;2,31;10;7,69;0;;0,555234657039711;0,070225;1,30039011703511
6221;PREGO PASTA,CHUNKY GARDEN MUSHROOM ITALIAN SAU,RTS;69;78,8;7,35;1,54;2,31;10;7,69;0,385;;0,583032490974729;0,070225;1,30039011703511
6222;PREGO PASTA,DICED ONION & GARLIC ITAL SAU,RTS;92;79,7;1,45;1,54;3,46;13,85;9,23;1,154;;0,550875331564987;0,0961625;1,50054171180932
6223;PREGO PASTA,FLAV W/ MEAT ITAL SAU,RTS;62;83,5;2,7;1,54;1,92;10;7,69;0,385;;0,599925705794948;0,066325;1,30039011703511
6224;PREGO PASTA,FRSH MUSHROOM ITAL SAU,RTS;54;84;3,02;1,54;1,15;10;8,46;0,769;;0,727265563435776;0,058625;1,18203309692671
6225;PREGO PASTA,GARLIC SUPREME ITAL SAU,RTS;85;80,6;1,71;1,54;3,08;13,08;10;1,154;;0,630169491525424;0,089475;1,308
6226;PREGO PASTA,ITAL SAUSGE & GARLIC ITAL SAU,RTS;72;82,5;2,2;2,4;2,4;10,4;8;0,8;;0,578947368421053;0,078;1,3
6228;PREGO PASTA,MINI MEATBALL ITAL SAU,RTS;77;82;2,82;3,08;2,31;10;7,69;0,769;;0,549642625081222;0,07985;1,30039011703511
6229;PREGO PASTA,MUSHRM & GRLIC ITAL SAU,RTS;62;84;2,38;1,54;1,92;10;7,69;0;;0,571322436849926;0,066325;1,30039011703511
6230;SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK;61;85,49;1,79;3,24;2,02;7,46;2,81;1,094;0,6;0,306918238993711;0,068425;2,65480427046263
6231;PREGO PASTA,MUSHRM & PARMESAN ITALIAN SAU,RTS;104;76,6;0,6;2,4;2,8;17,6;10,4;1,2;;0,508771929824561;0,109;1,69230769230769
6232;PREGO PASTA,ORGANIC MUSHROOM ITALIAN SAU,RTS;72;84,5;1,5;1,6;2,4;10,4;7,2;0,4;;0,527777777777778;0,073;1,44444444444444
6233;PREGO PASTA,ORGNIC TOMATO & BASIL ITAL SAU,RTS;72;83;2,5;1,6;2,4;10,4;7,2;0,385;;0,526736111111111;0,073;1,44444444444444
6234;PREGO PASTA,HEART SMRT- RICOTTA PMESAN ITLN SAU,RTS;72;83;2;2,4;2;10,4;8;0,8;;0,594594594594595;0,074;1,3
6235;PREGO PASTA,RSTD GARLIC & HERB ITAL SAU,RTS;69;83,5;2,5;1,54;2,31;10;6,92;0;;0,499638989169675;0,070225;1,44508670520231
6236;PREGO PASTA,RSTD GARLIC PARMESAN ITAL SAU,RTS;77;83,7;2,9;2,31;0,77;10;7,69;0,385;;0,617354740061162;0,0596375;1,30039011703511
6237;PREGO PASTA,H ST- RSTD RED PR GRLIC ITLIAN SAU,RTS;56;83,5;2,9;1,6;1,2;10,4;7,2;0;;0,545454545454546;0,061;1,44444444444444
6239;PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS;64;83,5;2,9;1,6;2;9,6;7,2;0;;0,545454545454546;0,066;1,33333333333333
6240;PREGO PASTA,ZESTY MUSHROOM ITALIAN SAU,RTS;85;80,2;1,72;1,54;2,69;13,85;9,23;0,769;;0,55304203539823;0,0884625;1,50054171180932
6241;CAMPBELL'S,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS;61;85,3;0,82;4,08;1,22;8,57;1,22;0,612;;0,132083633741889;0,0698375;7,02459016393443
6242;CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP;78;84,7;1,01;3,27;3,67;7,35;0,82;0,816;;0,114485654303709;0,0847;8,96341463414634
6243;SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK;65;87,04;1,26;2,36;3,58;5,76;2,82;1,116;0,7;0,336410256410256;0,07215;2,04255319148936
6244;CAMPBELL'S, CHNKY MICRO BOWLS,CLSSC CHIC NOODL,RTS;45;88,9;1,3;2,45;1,22;5,71;1,22;0,408;;0,173560767590618;0,048925;4,68032786885246
6245;CAMPBELL'S, CHNKY MICRO BOWL,GRLLD CHIC&SAUS GMBO,RTS;57;87,8;0,7;2,86;1,63;7,35;2,04;0,816;;0,241216216216216;0,0617375;3,60294117647059
6246;SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK;75;84,5;1,5;2,74;3,78;7,4;;1,63;;0,117097701149425;0,082675;0
6248;SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK;55;88,94;1,34;2,51;3,24;3,99;;2,06;;0,211498973305955;0,06305;0
6249;SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK;94;77,93;1,65;4,97;2,77;12,69;;1,58;;0,077337249143417;0,10635;0
6250;CAMPBELL'S, CHNKY MICRO BOWL,NEW ENGL CLM CHOW,RTS;82;84,2;1,11;2,45;4,9;6,94;0,41;1,02;;0,100069979006298;0,0903375;16,9268292682927
6251;CAMPBELL'S,CHUNKY MICRO BOWLS,OLD FASH VEG BF,RTS;41;89;1,41;2,86;0,61;5,71;1,63;0,204;;0,199782135076253;0,0453875;3,50306748466258
6252;CAMPBELL'S,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS;57;85,3;2,4;3,27;1,43;7,35;1,63;0,612;;0,186058091286307;0,0623;4,50920245398773
6253;SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK;60;86,67;1,47;2,33;2,6;6,92;;1,52;;0,128270042194093;0,0665125;0
6256;SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK;61;87,11;1,46;2,78;3,23;5,64;2,62;1,93;0,6;0,390557939914163;0,070825;2,15267175572519
6264;SAUCE,WHITE,THIN,PREPARED-FROM-RECIPE,W/ BUTTER;72;84,02;1,18;3,95;2,56;8,29;5,29;1,6;;0,465540540540541;0,081375;1,56710775047259
6285;SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE;79;78,56;1,9;1,84;0,58;16,72;10,81;0,144;;0,572309299895507;0,08;1,54671600370028
6307;SAUCE,BARBECUE,KRAFT,ORIGINAL;172;54,22;3,65;0,74;0,62;40,77;32,26;0,038;;0,766627106574887;0,1637125;1,26379417234966
6309;CAMPBELL'S,CHICK W/ RICE SOUP,COND;68;83,15;2;1,84;1,64;11,28;0,23;0,52;;0,050813008130081;0,0702;49,0434782608696
6311;CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND;40;89,1;1,38;2,38;0,79;6,35;0,79;0,397;;0,12468487394958;0,0465875;8,0379746835443
6312;CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND;89;83,9;1,58;1,61;5,65;7,26;1,61;1,613;;0,221969696969697;0,0937875;4,50931677018634
6314;SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND;41;89,73;0,75;3,69;0,63;5,2;0,57;0,4;;0,101890756302521;0,0488625;9,12280701754386
6315;SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND;37;90,31;0,9;2,53;0,55;5,71;0,37;0,17;;0,061433447098976;0,042725;15,4324324324324
6316;SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND;51;86,82;0,8;2,13;0,21;10,04;2,13;0,05;;0,176090468497577;0,0530625;4,71361502347418
6317;GRAVY,CAMPBELL'S,BF,FAT FREE;25;91,1;2,2;1,69;0;5,08;;0;;0;0,0296125;0
6318;GRAVY,CAMPBELL'S,COUNTRY STYLE CRM;76;86,8;1,34;1,69;5,08;5,08;1,69;1,695;;0,285654008438818;0,0804125;3,00591715976331
6319;GRAVY,CAMPBELL'S,COUNTRY STYLE SAUSAGE;119;78,3;3,06;3,39;10,17;5,08;1,69;2,542;;0,227038626609442;0,1419375;3,00591715976331
6320;GRAVY,CAMPBELL'S,CHICK,FAT FREE;25;91,7;1,52;1,69;0;5,08;;0;;0;0,0296125;0
6321;GRAVY,CAMPBELL'S,GOLDEN PORK;76;87,4;0,74;1,69;5,08;5,08;1,69;2,542;;0,357130801687764;0,0804125;3,00591715976331
6322;GRAVY,CAMPBELL'S,MUSHROOM;34;91,9;1,32;0;1,69;5,08;1,69;0;;0,249630723781388;0,03595;3,00591715976331
6323;GRAVY,CAMPBELL'S,TURKEY,FAT FREE;33;90,6;1,07;1,67;0;6,67;;0;;0;0,03545;0
6324;GRAVY,CAMPBELL'S,BF,MICROWAVABLE;42;90;1,53;1,69;1,69;5,08;1,69;0,847;;0,299881796690307;0,0465125;3,00591715976331
6325;GRAVY,CAMPBELL'S,CHICK,MICROWAVABLE;67;88,5;1,5;0;5;5;1,67;1,667;;0,3337;0,06875;2,9940119760479
6326;GRAVY,CAMPBELL'S,TURKEY;42;89,8;1,73;1,69;1,69;5,08;1,69;0,847;;0,299881796690307;0,0465125;3,00591715976331
6327;GRAVY,FRANCO-AMERICAN,BF,SLOW RST,FAT FREE;34;89,6;3,62;1,69;0;5,08;;0;;0;0,0296125;0
6328;GRAVY,FRANCO-AMERICAN,CHICK,SLOW RST,FAT FREE;34;91,2;0,33;1,69;0;6,78;;0;;0;0,0359875;0
6329;GRAVY,FRANCO-AMERICAN,BF,SLOW RST;42;89,5;2,87;1,69;0,85;5,08;0;0;;0;0,0381125;0
6330;GRAVY,FRANCO-AMERICAN,CHICK,SLOW RST;34;90,5;1,87;1,69;0,85;5,08;;0;;0;0,0381125;0
6331;GRAVY,FRANCO-AMERICAN,TURKEY,SLOW RST;42;88,6;2,08;1,69;0,85;6,78;;0;;0;0,0444875;0
6332;GRAVY,CAMPBELL'S,TURKEY,MICROWAVABLE;42;89,6;2,07;1,67;1,67;5;1,67;0,833;;0,300119904076739;0,0458875;2,9940119760479
6333;CAMPBELL'S RED & WHITE,CRM OF BROCCOLI SOUP,COND;73;84,8;0,3;1,61;4,03;9,68;2,42;1,21;;0,236945169712794;0,0866625;4
6334;CAMPBELL'S RED & WHITE,CRM OF CELERY SOUP,COND;73;84,4;2,7;0,81;4,84;7,26;0,81;0,806;;0,125174283501162;0,0806875;8,96296296296296
6336;CAMPBELL'S,CRM OF CHICK SOUP,COND;103;82,45;1,75;1,76;7,98;6,03;0,33;2,11;;0,154724159797083;0,1134125;18,2727272727273
6337;CAMPBELL'S,CRM OF CHICK W/ HERBS SOUP,COND;65;84,3;3,6;1,61;3,23;7,26;0,81;1,21;;0,166942148760331;0,0695875;8,96296296296296
6338;CAMPBELL'S,CRM OF MUSHROOM SOUP,COND;81;84,76;1,87;1,29;5,5;6,59;0,4;0,951;0,2;0,100971599402093;0,087775;16,475
6339;CAMPBELL'S,CRM OF MUSHROOM W/ RSTD GARLIC SOUP,COND;56;86,2;2,11;1,61;2,02;8,06;0,81;0,806;;0,138237810094098;0,0604875;9,95061728395062
6340;CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND;81;82,2;4,09;0,81;4,84;8,06;3,23;1,21;;0,323851203501094;0,0836875;2,4953560371517
6341;CAMPBELL'S,CRM OF POTATO SOUP,COND;71;82;1,82;1,51;1,35;13,25;1,44;0,34;;0,110490378646803;0,072625;9,20138888888889
6342;CAMPBELL'S RED & WHITE,CRM OF SHRIMP SOUP,COND;81;85,8;0,5;2,42;4,84;6,45;0;1,613;;0,117651349380015;0,0877125;0
6343;CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND;97;79,1;3,16;3,23;5,65;8,87;0,81;1,21;;0,113802816901408;0,10995;10,9506172839506
6349;CAMPBELL'S RED & WHITE,SCOOBY-DOO SOUP,COND;56;85,7;1,5;2,38;1,59;8,73;0,79;0,397;;0,093464566929134;0,0635125;11,0506329113924
6350;CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND;87;79,5;0,66;2,38;1,59;15,87;0,79;0,397;;0,059828629032258;0,0902875;20,0886075949367
6351;CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND;87;74,5;4,87;0,79;1,59;18,25;7,94;0,397;;0,404120213281629;0,089275;2,29848866498741
6353;CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND;97;80,3;2,76;2,42;6,45;8,06;1,61;2,419;;0,237979917306556;0,10985;5,00621118012422
6354;CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND;36;91;1,46;1,59;1,19;4,76;3,17;0,794;;0,525729442970822;0,0396875;1,50157728706625
6355;CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND;65;87,2;0,72;1,61;2,82;8,06;0,81;0,806;;0,129383506805444;0,0684875;9,95061728395062
6357;CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK;63;85,7;0,8;2,38;1,59;9,52;0,79;0,397;;0,087991104521868;0,066475;12,0506329113924
6358;SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK;79;81,51;1,63;2,51;2,63;11,73;;1,25;;0,074096028452875;0,085975;0
6359;SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK;55;85,15;1,38;2,42;1,24;9,82;6,59;0,707;0,6;0,541320474777448;0,06435;1,49013657056146
6361;CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND;141;66,8;1,95;7,03;2,34;21,88;4,69;0,781;;0,175072;0,1493875;4,66524520255863
6363;CAMPBELL'S,HOMESTYLE CHICK NOODLE SOUP,COND;51;85,9;2,29;2,36;1,28;7,53;1,11;0,34;;0,129811996418979;0,0557875;6,78378378378378
6364;CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND;48;86,4;2,09;1,59;0,4;9,52;1,59;0,397;;0,172632493483927;0,0496375;5,9874213836478
6365;CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND;71;82,8;1,33;2,38;1,59;11,9;0,79;0,397;;0,074795211090107;0,0754;15,0632911392405
6366;CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND;71;79,7;2,84;3,17;0,79;13,49;2,38;0,397;;0,159140401146132;0,0783;5,66806722689076
6367;CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND;71;83,3;1,22;3,17;1,98;10,32;0,79;0,397;;0,076729153199742;0,0783125;13,0632911392405
6373;CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND;71;81,6;1,34;2,38;0,4;14,29;4,76;0;;0,278851786760398;0,0724625;3,00210084033613
6374;CAMPBELL'S RED & WHITE,VEG SOUP,COND;79;78,7;1,06;3,17;0,4;16,67;5,56;0,397;;0,294318181818182;0,086325;2,99820143884892
6375;CAMPBELL'S,VEG BF SOUP,COND;65;82;2,09;3,79;0,26;11,8;1,7;0,09;;0,112933753943218;0,0705375;6,94117647058824
6377;CAMPBELL'S,TOMATO SOUP,COND;71;80,79;2,09;1,46;0,44;15,22;8,23;0;;0,480724299065421;0,0706;1,84933171324423
6379;CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND;103;75,4;1,98;1,59;2,78;18,25;11,9;1,19;;0,57869142351901;0,106175;1,53361344537815
6380;CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND;141;66;1,19;7,81;1,56;23,44;3,13;0,391;;0,10731484303566;0,1523125;7,4888178913738
6383;CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP;78;83,8;1,5;2,04;3,67;9,39;1,25;1,224;;0,163841059602649;0,0846625;7,512
6384;CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP;82;82,3;1,37;3,27;4,08;8,57;1,22;1,02;;0,14070351758794;0,093375;7,02459016393443
6387;CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP;44;87,7;1,69;2,86;0,41;6,94;2,45;0,408;;0,279921645445641;0,048;2,83265306122449
6388;CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP;53;85,3;2,6;3,27;1,22;7,35;1,63;0,408;;0,172128378378378;0,0602;4,50920245398773
6389;CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP;57;84,3;1,62;3,27;0,61;9,8;2,04;0,204;;0,164035087719298;0,0632875;4,80392156862745
6391;CAMPBELL'S CHUNKY,CREAMY CHICK & DUMPLINGS SOUP;66;85,59;1,5;2,32;3,19;7,09;1,09;0,68;;0,14047619047619;0,0729875;6,5045871559633
6392;CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP;86;83,22;1,24;2,86;4,49;8,16;2,45;1,633;;0,263249516441006;0,093375;3,33061224489796
